UserID,Tag1,Tag2,Tag3,Tag4,Tag5,Usage
1686,53,164,141,168,21,Private
1696,74,12,169,55,180,Public
1752,44,178,57,133,4,Private
1766,164,16,167,169,162,Private
1767,86,169,71,73,166,Private
1792,72,73,164,167,28,Public
1818,163,162,73,57,164,Private
1826,164,161,170,163,58,Private
1860,54,163,161,74,73,Private
1873,76,28,164,162,161,Private
1907,58,170,66,64,65,Public
1909,169,162,28,167,161,Private
1914,181,103,66,163,8,Private
1942,168,76,69,169,162,Private
1951,59,66,9,92,185,Private
1978,37,73,168,55,58,Private
1983,163,44,164,55,28,Private
2016,169,161,66,163,9,Private
2029,181,167,166,73,12,Private
2096,15,163,57,20,168,Private
2099,28,72,58,66,167,Private
2179,28,64,73,162,56,Private
2198,132,164,71,21,163,Private
2214,57,161,13,164,180,Public
2225,73,181,162,169,3,Private
2254,12,169,66,73,53,Private
2255,47,7,75,73,21,Public
2262,163,28,9,161,12,Private
2286,168,164,170,163,169,Private
2300,167,73,64,170,57,Public
2344,28,169,10,163,73,Public
2372,53,167,142,168,64,Private
2373,8,72,57,166,167,Private
2386,10,84,125,61,162,Private
2394,55,28,12,7,9,Private
2399,168,55,73,58,12,Private
2432,13,161,9,181,162,Private
2445,162,53,52,161,163,Private
2488,10,72,9,73,161,Private
2498,58,167,62,170,166,Private
2506,72,62,163,8,161,Private
2547,73,162,64,161,74,Private
2552,170,161,180,163,12,Private
2558,178,28,155,11,169,Public
2566,145,8,72,57,163,Private
2580,37,32,58,163,83,Private
2625,169,53,166,163,161,Private
2634,69,73,16,52,170,Public
2645,133,7,55,12,28,Private
2664,130,168,164,4,181,Public
2669,147,169,178,163,37,Private
2673,67,73,162,6,169,Public
2676,58,181,170,167,69,Private
2677,163,54,162,168,73,Private
2678,169,162,161,71,178,Private
2686,170,66,162,167,164,Private
2709,169,72,170,69,161,Public
2711,74,66,58,134,106,Private
2729,28,75,58,162,54,Private
2764,12,164,169,167,166,Private
2772,161,167,162,133,71,Private
2776,181,164,72,162,161,Private
2783,58,40,167,164,132,Private
2816,161,24,14,143,74,Public
2824,165,161,169,58,168,Private
2829,164,28,169,149,73,Private
2833,164,137,71,28,55,Public
2841,10,58,166,162,167,Private
2858,161,168,163,72,9,Public
2861,162,161,73,51,132,Public
2911,69,55,176,52,169,Public
2918,164,10,69,169,132,Private
2924,164,161,58,169,73,Public
2943,66,162,164,167,16,Private
2951,161,4,167,12,73,Private
2987,181,169,164,74,73,Private
2993,72,64,181,162,3,Public
2998,164,166,55,20,13,Public
3020,169,66,165,57,44,Private
3023,164,185,73,161,163,Private
3031,139,55,73,60,11,Public
3063,167,161,53,137,163,Private
3078,169,164,55,162,168,Private
3082,181,144,163,12,66,Private
3107,69,28,141,181,164,Private
3132,28,73,162,77,9,Private
3151,71,72,73,166,161,Private
3163,231,52,16,12,168,Private
3194,167,168,55,69,71,Public
3230,54,181,12,164,57,Public
3235,164,168,166,57,55,Private
3236,170,28,6,60,69,Private
3242,42,163,74,94,164,Private
3244,73,71,161,163,169,Public
3246,169,72,170,191,58,Public
3252,161,73,28,71,99,Public
3255,58,181,164,69,161,Private
3256,167,163,181,162,168,Private
3261,168,164,73,137,72,Private
3269,28,72,57,162,20,Private
3279,74,167,166,71,38,Public
3314,69,161,12,71,66,Public
3331,75,74,142,167,6,Public
3351,8,21,163,164,73,Private
3373,28,167,169,66,10,Private
3438,28,166,163,167,71,Private
3455,25,94,9,12,55,Private
3469,166,167,22,175,161,Private
3546,164,73,181,169,28,Public
3572,51,103,163,28,73,Private
3589,163,162,169,55,130,Public
3606,71,164,168,163,10,Public
3611,72,161,168,181,25,Private
3613,169,65,30,134,4,Private
3629,73,8,181,168,164,Private
3644,162,178,163,71,169,Private
3647,164,162,12,8,76,Private
3659,163,69,141,7,83,Private
3660,20,178,52,73,129,Private
3663,161,13,164,172,66,Public
3671,163,66,164,28,161,Private
3741,70,161,108,168,54,Public
3770,73,91,72,169,161,Private
3794,164,57,12,169,176,Private
3798,163,164,162,57,73,Public
3802,61,164,161,169,167,Private
3864,51,71,162,57,166,Private
3872,169,168,162,185,161,Public
3883,73,170,51,58,169,Public
3902,168,163,73,57,170,Private
3908,12,164,42,181,163,Public
3941,12,164,10,28,137,Public
3942,9,167,145,53,94,Private
3960,163,9,162,181,164,Private
3975,161,53,163,57,28,Private
3985,58,185,66,12,103,Public
3993,118,166,53,163,64,Private
4000,164,57,170,163,74,Private
4007,161,169,168,11,73,Public
4035,28,161,12,169,163,Private
4044,163,181,40,73,170,Public
4050,164,58,169,23,181,Private
4053,53,166,73,12,55,Private
4056,165,163,8,167,21,Private
4082,161,163,168,164,71,Public
4101,162,28,170,51,73,Public
4110,164,161,70,57,138,Private
4143,73,117,181,162,169,Private
4150,181,28,169,163,167,Private
4173,116,161,134,79,185,Private
4181,73,180,161,164,181,Private
4186,20,81,53,44,78,Private
4204,58,69,13,28,10,Public
4224,69,77,163,57,161,Private
4226,13,162,161,170,163,Private
4228,163,181,167,169,73,Private
4231,47,3,8,56,55,Public
4272,95,84,58,53,170,Public
4273,73,167,67,162,82,Public
4283,163,166,44,25,73,Public
4300,163,5,168,28,72,Private
4329,141,99,74,132,168,Private
4330,162,73,171,181,143,Private
4344,180,132,161,69,20,Public
4352,164,69,161,163,72,Private
4358,163,53,164,28,181,Public
4384,8,141,57,73,54,Private
4395,28,169,128,168,137,Private
4414,169,132,163,164,12,Private
4534,163,73,164,28,168,Private
4551,58,163,66,12,161,Private
4567,64,162,167,73,161,Public
4569,169,51,181,167,73,Private
4575,162,10,163,169,66,Private
4608,181,12,66,73,8,Private
4633,191,137,162,168,26,Private
4639,161,162,12,83,169,Private
4674,185,181,163,99,132,Public
4679,69,164,163,73,142,Private
4686,28,72,166,138,161,Private
4733,165,66,163,161,169,Public
4734,58,60,169,73,164,Private
4753,78,11,3,164,178,Public
4754,10,94,168,12,170,Private
4804,30,164,71,162,73,Private
4805,181,164,69,28,73,Private
4819,58,71,164,53,168,Private
4844,143,161,73,163,7,Private
4908,167,161,55,181,21,Public
4919,28,52,82,167,166,Private
4922,169,164,28,161,15,Public
4995,178,163,169,28,44,Private
5003,57,176,163,164,71,Public
5064,51,164,74,35,161,Public
5088,163,53,164,12,55,Private
5128,28,73,163,167,66,Private
5142,180,170,161,42,74,Private
5168,64,161,71,170,162,Private
5186,169,9,58,161,143,Private
5190,52,166,164,161,180,Private
5217,9,178,71,11,164,Public
5230,144,143,57,53,158,Private
5281,168,167,58,169,162,Public
5282,168,181,169,74,51,Public
5293,132,163,144,8,130,Public
5299,144,129,158,191,56,Private
5341,3,42,54,12,173,Public
5352,58,56,19,57,167,Private
5359,163,162,74,52,58,Public
5368,167,73,161,180,169,Public
5404,57,170,82,168,161,Public
5428,58,181,161,162,57,Private
5430,3,53,73,58,86,Public
5431,44,9,28,12,162,Private
5458,214,169,52,162,167,Private
5470,156,66,103,161,9,Private
5490,82,167,162,161,12,Private
5498,44,55,161,162,170,Public
5510,151,163,57,169,60,Public
5563,135,53,169,162,28,Public
5616,58,169,66,163,167,Private
5672,161,164,73,3,28,Public
5674,167,170,181,57,71,Private
5693,170,58,167,161,164,Private
5715,168,22,2,75,143,Private
5723,169,167,57,170,163,Public
5761,71,52,12,169,43,Private
5769,87,106,181,174,145,Public
5778,163,170,65,8,28,Private
5783,169,66,28,162,73,Public
5788,25,58,130,96,74,Private
5792,57,8,91,58,163,Private
5795,63,56,168,57,169,Private
5797,53,162,58,57,170,Public
5833,58,169,164,21,56,Private
5834,164,9,167,169,168,Private
5850,73,161,152,64,145,Public
5851,162,28,58,164,169,Private
5860,54,181,51,163,173,Public
5864,58,168,164,57,181,Private
5922,16,164,87,163,64,Public
5957,163,162,161,172,53,Private
5961,57,60,167,28,189,Public
5982,56,169,161,164,73,Private
5989,53,162,64,12,167,Private
5997,73,164,181,170,166,Private
6032,137,53,13,56,163,Private
6035,163,77,132,69,181,Private
6047,28,80,52,57,71,Public
6061,53,12,169,163,73,Private
6065,73,161,77,163,132,Private
6114,163,44,51,71,162,Private
6130,2,55,12,162,174,Private
6138,135,181,44,72,169,Public
6151,181,113,169,52,167,Public
6164,73,169,66,69,11,Private
6185,169,181,168,166,44,Private
6195,58,161,164,135,162,Public
6200,1,169,30,53,67,Private
6202,161,170,73,167,77,Private
6243,28,150,64,67,163,Private
6244,9,164,60,161,168,Private
6254,135,57,143,161,163,Private
6270,73,163,162,71,161,Private
6320,73,161,74,23,173,Private
6324,167,9,58,164,57,Private
6334,74,141,60,181,53,Private
6356,162,28,55,170,169,Private
6364,54,20,42,1,144,Private
6376,162,169,12,163,168,Private
6382,71,142,66,181,11,Private
6398,46,164,12,161,53,Public
6420,73,55,169,161,52,Public
6425,58,169,170,161,162,Private
6434,6,168,163,75,164,Private
6486,167,58,162,163,12,Private
6494,73,11,28,2,161,Private
6500,162,133,3,66,54,Private
6503,73,166,163,133,103,Private
6506,73,163,164,162,165,Private
6517,137,161,163,181,57,Private
6527,162,164,170,169,161,Private
6530,164,58,161,185,144,Private
6533,28,44,169,162,171,Private
6537,168,12,141,161,73,Public
6588,53,164,72,162,44,Private
6595,73,53,132,164,44,Private
6598,164,71,161,73,28,Public
6631,169,58,28,163,73,Private
6647,3,44,71,69,132,Public
6648,16,163,56,77,76,Private
6661,169,71,167,181,28,Public
6670,181,170,161,12,162,Private
6678,73,172,44,164,104,Private
6682,73,170,12,56,161,Private
6693,181,71,168,161,167,Public
6723,161,58,71,164,46,Public
6733,3,167,161,57,164,Private
6747,72,181,164,161,170,Private
6769,164,56,168,161,73,Public
6775,28,71,73,163,57,Private
6793,135,164,9,161,162,Private
6816,169,66,162,164,94,Private
6831,12,36,181,3,73,Private
6835,42,52,164,169,167,Public
6865,12,141,99,135,162,Private
6868,149,77,134,36,167,Public
6965,12,164,66,163,58,Public
6976,58,181,76,165,73,Private
6980,179,96,28,66,166,Public
6999,12,162,187,28,161,Public
7045,72,167,30,178,164,Public
7055,72,76,169,151,152,Public
7067,181,72,163,10,9,Public
7068,161,170,189,3,162,Public
7074,169,20,139,53,143,Public
7096,71,66,161,77,163,Private
7130,161,162,181,73,176,Private
7137,69,8,28,163,167,Private
7164,10,161,28,166,71,Private
7165,28,54,170,73,166,Public
7173,169,164,167,28,163,Private
7189,168,28,53,162,44,Private
7198,169,167,58,163,180,Private
7203,20,51,163,186,12,Public
7204,164,57,163,168,161,Private
7223,144,168,44,76,13,Public
7234,8,161,58,145,162,Public
7235,12,69,181,9,55,Private
7236,163,169,91,8,55,Public
7251,180,137,168,103,53,Private
7272,166,13,31,55,169,Private
7276,161,166,164,181,163,Private
7287,20,28,168,75,55,Private
7292,78,69,176,161,168,Public
7303,163,28,73,166,133,Private
7337,161,181,167,71,166,Private
7346,71,162,167,72,3,Private
7348,13,162,44,12,178,Private
7349,161,71,25,178,67,Private
7351,124,161,60,9,166,Public
7353,142,167,30,16,57,Public
7371,170,167,135,57,66,Private
7382,181,71,167,73,169,Private
7412,76,162,167,168,181,Private
7481,163,73,169,57,53,Private
7527,166,12,181,163,167,Private
7539,163,12,164,167,166,Public
7543,57,58,181,80,74,Private
7551,73,20,164,64,162,Public
7556,174,156,71,25,28,Public
7647,181,161,162,87,67,Private
7660,3,28,73,12,167,Public
7703,161,169,163,26,72,Private
7734,163,178,56,57,58,Public
7735,164,86,169,10,170,Private
7742,170,135,161,44,171,Private
7743,58,51,52,13,9,Public
7749,37,164,64,162,16,Private
7755,9,167,74,191,162,Private
7756,74,13,163,164,52,Private
7761,67,56,16,130,42,Public
7778,66,69,181,164,67,Public
7788,164,161,82,170,163,Private
7799,3,187,130,168,51,Private
7891,162,163,57,170,8,Private
7916,163,161,167,73,57,Public
7923,121,163,162,20,161,Private
7965,8,73,166,72,161,Private
7982,67,167,12,132,171,Private
7995,169,55,181,185,20,Private
8001,161,55,28,181,169,Private
8016,99,164,145,66,8,Private
8019,161,181,73,163,9,Private
8050,169,60,164,168,12,Private
8065,178,169,52,162,164,Private
8078,166,181,164,168,57,Private
8089,170,28,66,8,52,Public
8101,71,168,164,9,132,Public
8135,9,103,169,164,28,Public
8142,138,163,20,164,188,Private
8144,169,167,181,34,137,Public
8149,164,76,170,163,162,Private
8151,166,181,163,69,58,Private
8152,181,161,92,67,73,Private
8154,169,73,55,72,66,Private
8159,161,167,10,73,74,Private
8166,164,21,54,25,166,Public
8168,58,28,163,12,161,Private
8172,162,166,169,161,57,Private
8236,73,181,61,71,163,Private
8255,162,181,134,132,28,Private
8325,171,61,163,170,181,Public
8331,167,181,69,170,164,Private
8337,167,163,170,164,181,Private
8339,181,170,28,161,13,Public
8375,164,73,13,161,181,Private
8380,164,7,60,23,72,Private
8388,169,13,141,87,55,Private
8390,169,52,28,73,170,Private
8395,163,165,164,53,169,Private
8404,57,11,8,9,132,Private
8406,168,133,194,164,163,Private
8434,168,166,169,164,73,Private
8456,166,161,170,21,28,Public
8460,162,60,181,28,164,Public
8464,163,103,161,72,73,Private
8528,52,67,167,164,74,Public
8532,74,57,167,169,7,Private
8541,161,145,72,169,170,Private
8560,53,145,61,7,163,Private
8573,164,162,161,168,73,Private
8615,57,163,58,167,164,Private
8624,161,42,169,111,12,Public
8647,28,73,69,161,164,Private
8665,170,57,12,167,180,Private
8677,55,166,144,64,161,Private
8688,17,53,164,11,163,Private
8694,167,168,164,162,169,Public
8732,161,169,28,181,162,Public
8779,137,60,74,52,103,Private
8784,28,73,53,162,166,Public
8819,60,135,28,163,168,Private
8822,28,167,130,162,69,Private
8841,161,137,28,40,73,Private
8900,57,163,81,167,71,Public
8907,89,136,57,168,72,Private
8917,166,181,169,75,12,Public
8921,67,73,161,2,42,Private
8938,162,74,20,164,66,Private
8964,20,169,12,168,73,Public
8975,170,71,57,181,163,Public
8979,161,73,163,58,162,Public
8987,58,161,9,162,64,Private
8990,166,28,169,167,181,Private
9000,67,167,16,164,73,Private
9008,163,42,162,164,161,Private
9024,170,161,73,57,163,Public
9050,167,164,72,163,63,Private
9123,71,92,51,171,167,Private
9129,161,57,7,181,163,Private
9136,28,77,73,58,169,Private
9187,51,28,167,71,164,Public
9202,15,20,73,168,51,Private
9217,57,163,164,170,73,Private
9222,161,181,185,169,12,Private
9233,6,54,69,44,194,Private
9238,53,20,181,172,168,Private
9251,78,72,11,57,164,Public
9252,28,55,168,73,169,Private
9283,60,137,163,169,58,Private
9349,145,180,99,28,10,Private
9353,28,164,72,161,142,Public
9362,167,28,8,163,53,Public
9375,1,130,58,59,167,Private
9376,54,175,162,161,89,Private
9416,164,20,167,161,67,Private
9443,7,72,9,54,135,Private
9459,55,162,163,74,164,Public
9470,170,63,28,181,57,Private
9473,80,162,71,78,161,Private
9474,66,166,73,162,10,Private
9495,53,69,76,9,64,Private
9525,71,181,162,16,72,Private
9536,9,161,163,52,166,Private
9613,164,20,8,163,169,Private
9630,181,9,165,56,55,Private
9631,12,58,169,57,163,Private
9655,44,28,9,176,163,Public
9663,42,2,167,164,73,Public
9667,171,161,73,52,21,Private
9673,162,55,52,72,73,Private
9675,163,161,168,9,28,Private
9678,67,58,28,129,162,Public
9680,161,73,181,164,163,Private
9701,57,66,137,73,164,Private
9724,169,128,167,161,180,Private
9750,28,69,82,52,53,Public
9782,74,73,58,9,163,Private
9797,53,13,181,141,44,Private
9820,163,170,169,178,67,Public
9854,8,135,217,64,161,Private
9870,164,57,64,53,73,Public
9875,167,133,230,12,164,Public
9889,71,73,163,60,58,Public
9890,161,57,164,8,13,Public
9893,52,163,167,6,142,Private
9897,163,7,161,164,57,Private
9915,164,181,40,51,142,Private
9916,3,116,168,181,60,Private
9919,171,44,75,74,163,Private
9933,12,7,164,163,181,Private
9942,56,66,137,166,161,Private
9947,66,164,57,170,163,Private
9949,161,73,91,167,57,Private
9951,133,57,169,166,9,Private
9958,58,71,72,180,164,Private
9959,169,132,73,71,86,Public
9968,58,169,162,73,163,Private
9995,169,7,44,137,163,Private
10000,12,161,162,28,163,Public
10062,58,166,169,28,76,Private
10069,162,75,164,73,161,Private
10085,181,73,163,28,74,Public
10087,162,164,163,161,64,Public
10100,162,164,181,133,170,Private
10117,168,73,164,172,60,Private
10119,3,28,164,168,163,Private
10130,165,163,69,64,65,Private
10136,161,77,132,162,53,Private
10166,180,6,169,12,82,Public
10167,72,181,7,161,164,Public
10226,3,170,66,163,151,Private
10229,161,57,28,163,164,Private
10239,161,71,72,149,185,Private
10241,161,163,168,170,169,Private
10254,53,169,73,69,181,Private
10297,55,161,149,58,169,Private
10302,72,74,163,69,73,Private
10312,181,20,162,169,163,Private
10315,169,8,52,82,163,Private
10329,165,181,169,161,9,Private
10333,166,181,66,162,57,Private
10344,108,74,164,167,163,Private
10352,57,20,66,163,176,Private
10361,52,71,74,163,164,Private
10363,181,58,135,162,167,Public
10410,161,163,103,44,162,Public
10418,73,181,162,129,163,Public
10428,12,34,167,181,221,Private
10438,36,54,163,161,44,Private
10457,58,164,181,73,161,Private
10459,84,71,3,52,176,Private
10466,171,58,53,145,166,Public
10467,72,164,163,162,53,Public
10470,172,54,205,99,128,Private
10503,163,28,5,164,142,Private
10504,161,8,56,73,137,Private
10546,57,162,163,164,169,Private
10560,163,181,58,72,21,Private
10573,36,73,170,58,74,Private
10586,163,11,71,168,164,Private
10592,57,55,181,80,58,Public
10605,170,75,161,137,142,Private
10629,169,163,71,162,73,Private
10637,169,144,66,51,164,Private
10645,168,181,164,59,12,Public
10648,73,176,168,57,44,Private
10649,163,73,127,10,164,Private
10658,69,169,167,161,170,Public
10678,16,37,167,162,51,Public
10679,161,163,53,164,73,Private
10697,73,60,181,57,168,Public
10731,165,44,181,11,164,Private
10754,64,208,176,57,163,Public
10789,74,66,72,181,9,Private
10811,164,72,162,169,8,Private
10812,28,73,134,163,82,Private
10815,164,141,167,65,64,Private
10843,163,71,176,77,162,Public
10846,67,73,57,71,129,Public
10857,169,162,161,167,66,Private
10864,163,71,141,181,64,Private
10882,178,162,73,168,9,Private
10888,58,176,73,103,28,Private
10911,164,163,117,67,161,Private
10913,73,161,169,170,28,Private
10932,167,168,164,169,170,Private
10948,73,164,168,161,162,Private
11002,21,42,67,1,181,Private
11005,44,171,181,162,164,Public
11034,162,73,52,167,170,Private
11056,28,20,164,181,169,Private
11060,167,161,137,28,162,Private
11061,165,3,55,64,6,Private
11082,164,170,162,168,9,Public
11085,73,58,44,168,167,Private
11087,162,181,13,69,163,Private
11135,12,164,28,69,57,Private
11142,142,9,66,161,163,Public
11149,73,168,28,44,163,Private
11187,161,162,168,83,163,Public
11188,129,181,163,130,131,Private
11210,52,161,74,9,163,Private
11276,161,9,167,20,164,Private
11294,57,12,169,56,176,Private
11316,166,182,164,170,162,Public
11319,161,72,168,164,58,Private
11327,161,82,164,166,16,Public
11346,3,161,28,164,163,Private
11349,170,167,72,56,9,Private
11361,170,167,73,71,162,Private
11388,12,169,9,66,52,Private
11425,76,55,28,44,12,Public
11446,162,133,161,164,181,Public
11450,168,166,167,164,57,Private
11459,181,57,170,169,163,Private
11470,52,161,173,74,181,Private
11472,164,138,57,28,169,Public
11481,163,72,169,73,69,Public
11516,169,161,162,140,176,Public
11543,163,162,167,58,180,Public
11561,42,74,71,178,57,Public
11587,64,169,164,92,28,Public
11606,52,89,163,20,169,Public
11608,169,66,161,58,9,Public
11609,163,181,132,169,162,Private
11654,181,167,169,161,60,Public
11664,83,60,167,161,9,Private
11671,53,9,57,135,137,Private
11679,164,181,38,72,9,Private
11684,64,161,163,58,66,Public
11703,58,12,162,82,71,Public
11705,71,72,12,161,69,Private
11707,86,170,167,82,181,Private
11715,169,181,161,52,164,Private
11722,72,164,30,57,162,Private
11739,9,161,57,22,144,Private
11749,162,181,164,170,69,Private
11752,161,44,162,83,28,Public
11769,161,66,169,167,164,Private
11822,16,53,161,51,137,Private
11873,36,164,168,44,141,Private
11886,55,25,109,6,20,Private
11907,73,72,162,66,164,Private
11927,9,12,73,21,169,Private
11947,181,164,28,163,161,Private
11964,163,168,169,44,73,Private
11966,181,167,9,169,132,Private
11980,169,1,3,161,163,Private
11995,163,66,8,162,161,Public
11997,61,161,169,133,163,Private
12048,11,20,162,28,137,Private
12051,77,20,161,142,25,Public
12058,53,166,164,169,57,Private
12064,8,164,142,170,163,Public
12075,12,76,20,54,132,Public
12077,57,169,72,73,181,Public
12080,71,66,161,169,53,Private
12086,164,20,60,28,168,Public
12089,132,163,57,161,170,Public
12109,21,66,28,168,167,Private
12113,72,161,163,181,28,Public
12127,7,12,3,181,28,Private
12175,181,169,130,25,143,Private
12201,164,134,165,170,181,Private
12217,57,59,164,166,167,Private
12220,181,161,164,58,9,Private
12228,52,164,135,167,51,Private
12247,20,161,162,169,175,Private
12262,73,167,64,169,162,Private
12279,169,73,57,67,58,Public
12301,164,73,162,163,12,Private
12313,169,12,58,137,71,Private
12327,9,187,164,167,52,Public
12343,163,167,44,73,161,Public
12351,54,189,181,73,185,Private
12353,164,58,163,73,12,Private
12360,28,169,134,60,163,Private
12363,161,58,94,162,168,Private
12373,74,20,130,164,22,Private
12388,181,163,176,167,168,Private
12404,129,17,87,65,201,Private
12406,170,164,71,163,67,Private
12439,161,73,72,30,163,Private
12467,162,163,72,10,73,Private
12470,162,127,181,21,53,Private
12505,132,42,71,17,168,Private
12529,164,170,57,163,9,Public
12536,169,12,166,57,58,Public
12540,172,21,73,28,162,Public
12551,167,53,64,161,137,Private
12557,8,9,164,73,57,Public
12578,143,73,58,74,162,Private
12585,161,169,60,72,162,Private
12612,6,44,169,5,167,Private
12636,161,60,73,11,162,Private
12646,162,28,164,55,57,Public
12671,132,55,161,168,69,Private
12717,8,166,57,13,163,Private
12723,171,161,77,143,73,Private
12749,130,28,16,73,3,Public
12773,21,168,181,164,73,Public
12796,181,169,8,167,161,Private
12807,8,67,168,51,167,Public
12830,161,163,162,67,72,Private
12833,73,130,82,164,28,Public
12837,73,181,87,164,167,Private
12849,72,58,3,73,143,Public
12860,52,58,163,164,12,Private
12863,56,167,69,181,58,Public
12899,163,169,167,161,3,Private
12905,129,163,28,164,161,Private
12911,161,74,3,17,167,Private
12921,12,167,73,131,66,Public
12936,133,169,8,72,64,Public
12945,161,130,169,60,181,Private
12964,164,161,73,168,163,Public
12967,164,161,57,8,9,Private
12989,3,12,58,181,176,Private
13022,53,8,170,168,163,Private
13023,71,170,57,161,7,Private
13039,10,12,77,161,76,Private
13041,12,11,163,10,78,Private
13043,167,162,44,164,99,Private
13048,163,12,162,57,74,Private
13063,181,166,167,60,71,Private
13068,21,176,178,163,12,Private
13076,168,12,60,73,167,Private
13119,163,58,74,162,28,Public
13138,10,162,163,161,166,Private
13139,168,178,9,74,53,Public
13169,10,58,76,12,66,Public
13186,9,74,164,181,169,Public
13207,9,162,73,167,169,Private
13208,161,164,169,76,162,Private
13224,71,178,53,73,163,Private
13240,57,82,28,163,145,Private
13245,131,163,170,59,162,Public
13288,163,72,161,103,168,Private
13315,132,44,69,73,168,Public
13331,169,166,161,73,53,Public
13351,143,144,71,163,72,Private
13387,73,9,72,163,161,Public
13389,181,53,74,169,7,Private
13391,167,164,163,52,161,Private
13407,91,53,163,161,55,Public
13412,28,9,8,167,84,Private
13437,166,55,163,84,167,Public
13438,52,9,167,169,73,Private
13455,55,181,58,80,72,Private
13457,12,21,3,55,73,Private
13508,60,166,53,73,161,Private
13528,181,185,28,30,73,Private
13540,167,51,12,72,52,Public
13546,164,54,181,74,169,Public
13550,164,181,161,162,71,Private
13565,72,15,185,106,34,Private
13569,71,161,132,170,66,Public
13574,12,163,13,162,169,Public
13592,91,53,161,57,162,Private
13608,74,116,181,162,164,Private
13609,164,169,163,167,181,Private
13630,91,3,161,75,181,Private
13640,185,169,164,144,73,Private
13654,181,14,53,162,73,Private
13661,77,169,162,21,170,Private
13671,168,95,164,73,77,Private
13682,164,12,72,162,136,Private
13705,53,58,164,28,143,Public
13711,51,44,161,66,181,Private
13735,169,52,42,161,55,Private
13792,164,169,178,166,163,Private
13816,72,28,163,73,169,Public
13818,12,73,181,28,169,Private
13835,79,167,163,72,164,Public
13843,170,161,52,180,28,Private
13848,74,162,71,9,103,Private
13854,164,89,79,73,67,Private
13869,171,161,54,78,73,Public
13873,162,9,20,163,21,Private
13882,163,69,164,169,73,Private
13885,66,166,137,13,181,Private
13921,51,145,73,163,162,Public
13930,164,77,73,161,66,Public
13936,82,181,68,130,15,Private
13953,170,161,58,162,12,Private
13966,134,69,64,163,168,Private
13969,9,66,73,162,167,Public
14023,164,161,132,73,168,Private
14024,130,17,181,164,26,Private
