UserID,Tag1,Tag2,Tag3,Tag4,Tag5,Usage
1087,9,73,167,170,181,Public
1092,132,8,81,73,181,Private
1093,12,169,52,51,144,Private
1094,57,8,72,170,169,Private
1098,136,169,12,57,167,Private
1102,163,161,73,57,28,Private
1105,169,161,170,52,74,Private
1108,161,168,73,28,169,Public
1111,28,58,181,166,176,Private
1120,9,167,170,164,69,Public
1121,167,169,161,170,163,Public
1124,8,52,74,163,28,Public
1126,161,163,74,164,52,Private
1128,164,162,12,161,73,Public
1130,73,168,162,181,161,Private
1135,163,130,73,57,8,Public
1136,181,163,21,162,170,Public
1140,181,66,163,12,167,Public
1142,181,28,161,163,164,Private
1145,71,169,8,80,60,Public
1147,71,169,181,12,9,Private
1153,73,13,181,167,69,Private
1159,185,171,28,181,76,Private
1160,164,66,28,162,73,Private
1166,163,162,161,167,181,Public
1173,169,162,9,167,161,Public
1178,57,55,69,145,132,Public
1180,150,42,178,71,72,Private
1181,71,73,82,162,181,Public
1183,181,143,164,170,162,Private
1186,42,161,72,94,163,Private
1187,181,73,9,71,162,Private
1188,73,91,57,163,8,Public
1191,73,170,12,164,163,Private
1194,170,61,181,58,166,Public
1197,169,163,72,28,17,Private
1199,103,67,164,6,163,Public
1205,174,181,52,163,12,Private
1208,91,163,77,55,181,Private
1212,10,64,164,25,151,Private
1217,28,51,73,10,9,Public
1219,9,168,162,161,20,Private
1221,181,52,3,57,17,Private
1224,30,162,164,44,169,Public
1225,163,156,169,181,109,Private
1233,42,161,77,71,164,Public
1234,73,162,164,2,163,Private
1245,73,28,163,9,76,Public
1250,168,12,52,3,173,Private
1251,51,162,161,130,57,Public
1254,56,163,169,9,28,Private
1257,145,28,10,8,163,Private
1261,161,163,164,44,73,Private
1262,164,73,132,169,163,Private
1272,57,66,21,161,69,Private
1273,28,17,94,43,10,Public
1279,162,137,55,163,164,Private
1281,28,10,9,58,181,Private
1284,73,9,51,68,161,Private
1285,12,169,162,161,164,Private
1286,57,73,162,28,74,Public
1289,44,52,71,181,164,Public
1295,135,213,73,178,164,Private
1301,28,164,7,134,72,Private
1304,46,42,74,164,67,Public
1311,162,163,73,161,143,Private
1315,162,166,161,57,20,Private
1317,164,73,74,72,52,Private
1320,72,162,164,161,181,Private
1329,133,119,164,66,8,Private
1338,169,164,170,53,167,Private
1339,21,57,144,181,103,Private
1344,170,66,181,12,82,Private
1351,164,54,72,162,21,Private
1355,72,8,167,13,181,Private
1361,8,54,9,72,57,Private
1362,38,42,51,28,66,Private
1366,66,170,164,169,28,Private
1368,181,141,167,66,12,Public
1371,164,74,162,66,161,Public
1373,43,73,74,14,58,Private
1374,53,170,72,8,60,Private
1378,71,164,181,137,163,Private
1394,74,20,168,181,103,Private
1396,69,8,77,145,181,Private
1397,43,163,164,81,52,Private
1400,54,8,162,76,72,Private
1403,55,181,73,28,53,Private
1408,28,168,53,58,137,Private
1411,40,169,51,163,73,Private
1421,25,170,73,169,9,Private
1424,73,164,161,67,170,Public
1433,164,168,73,178,161,Private
1439,55,92,11,73,161,Private
1441,169,28,162,164,132,Public
1445,20,52,181,163,161,Private
1447,75,162,55,53,137,Public
1449,74,71,169,168,3,Private
1454,57,181,67,168,162,Public
1462,163,73,181,161,164,Private
1464,57,10,71,170,51,Private
1474,74,51,145,8,69,Private
1475,73,181,163,161,9,Public
1477,66,65,130,171,51,Public
1481,162,169,69,8,161,Private
1486,137,102,181,141,12,Private
1492,12,163,73,57,9,Public
1494,170,8,181,12,145,Private
1497,128,169,72,149,164,Private
1499,69,164,169,72,163,Private
1501,75,72,181,82,164,Private
1502,164,71,189,181,42,Public
1503,181,164,53,60,169,Private
1505,6,43,178,166,54,Public
1508,163,164,161,8,162,Public
1515,57,44,168,163,162,Private
1519,163,162,161,169,167,Public
1524,168,163,69,167,8,Public
1526,10,56,58,103,164,Public
1529,164,162,73,132,52,Public
1532,9,69,132,58,143,Public
1538,79,53,20,128,55,Public
1539,72,130,57,167,163,Public
1541,67,72,18,164,21,Private
1542,161,162,4,44,6,Private
1544,71,44,11,161,69,Private
1555,30,21,164,71,137,Private
1557,73,51,42,71,135,Public
1560,66,169,163,161,73,Private
1561,58,161,57,163,66,Private
1573,7,132,52,181,44,Private
1574,72,6,16,168,134,Public
1575,11,161,169,163,164,Private
1577,44,170,186,134,133,Public
1586,28,60,169,141,170,Public
1589,164,1,162,163,169,Private
1593,185,30,170,164,3,Public
1594,28,73,74,164,167,Private
1600,161,57,230,181,73,Private
1601,64,181,167,72,73,Private
1610,72,58,57,73,161,Private
1618,53,168,169,170,142,Public
1624,162,72,9,135,181,Private
1626,8,84,161,9,170,Private
1630,58,44,54,153,52,Private
1632,71,162,42,168,44,Private
1633,73,170,164,12,57,Private
1635,170,73,163,169,20,Public
1638,58,28,166,73,63,Public
1639,44,167,57,58,181,Private
1647,161,181,57,169,163,Private
1648,73,72,167,44,53,Private
1652,163,73,164,71,162,Private
1657,74,28,168,57,164,Private
1659,74,164,52,168,163,Public
1662,73,12,162,170,163,Private
1664,168,71,134,55,169,Public
1665,21,162,169,53,166,Public
1666,28,135,53,170,181,Private
1671,163,64,9,162,181,Public
1674,167,163,181,28,57,Private
1675,163,52,167,161,162,Public
1677,12,44,137,163,161,Private
1685,161,169,170,163,59,Private
1686,29,147,71,164,167,Public
1687,94,145,187,164,9,Private
1695,28,163,170,161,162,Private
1699,161,162,3,143,163,Private
1700,58,162,52,163,181,Public
1703,164,170,56,74,163,Public
1717,130,55,23,3,53,Private
1718,161,128,164,53,163,Private
1719,162,51,164,58,161,Private
1720,9,161,162,164,28,Public
1730,164,66,28,167,9,Private
1732,67,73,142,167,164,Private
1739,162,163,164,94,44,Private
1741,163,166,169,58,161,Private
1743,73,163,66,54,170,Private
1747,181,73,168,28,66,Private
1753,163,167,73,164,28,Private
1757,16,73,72,164,161,Private
1768,28,167,16,161,56,Private
1774,103,164,55,166,53,Private
1776,30,161,163,37,73,Public
1785,181,9,161,164,58,Public
1786,53,8,72,145,161,Public
1787,66,73,72,28,69,Private
1790,2,164,42,73,6,Public
1794,73,67,42,71,164,Private
1799,161,71,120,3,73,Private
1801,161,72,135,74,163,Private
1803,8,73,9,161,169,Private
1806,164,42,167,51,162,Private
1810,169,167,161,55,168,Public
1814,38,161,162,73,12,Private
1818,42,71,21,168,73,Private
1820,55,162,135,72,73,Private
1826,137,162,66,181,163,Private
1827,77,162,161,164,167,Public
1828,161,180,168,162,163,Private
1829,162,32,12,53,82,Private
1831,55,15,72,161,164,Public
1832,28,137,170,163,69,Private
1833,167,64,12,73,162,Private
1834,71,77,143,28,73,Private
1839,51,170,66,164,20,Private
1841,66,74,152,73,162,Private
1843,57,56,163,72,132,Private
1845,82,3,58,162,167,Private
1851,57,73,76,164,58,Private
1854,132,67,25,164,73,Public
1857,59,164,169,64,178,Public
1858,154,71,168,72,136,Private
1859,163,170,73,8,58,Public
1860,12,55,161,181,168,Private
1864,170,176,161,163,162,Private
1866,57,69,161,166,73,Private
1868,162,3,37,71,12,Private
1870,145,185,125,173,58,Private
1873,8,169,163,57,9,Public
1876,163,20,64,137,71,Private
1890,168,164,137,169,73,Private
1901,161,20,53,71,40,Private
1902,181,57,134,73,169,Private
1906,162,167,168,72,55,Public
1908,162,130,163,168,73,Public
1916,73,141,74,163,66,Private
1919,73,169,28,164,162,Public
1923,13,169,163,167,164,Private
1927,164,167,56,73,71,Private
1929,181,103,52,170,163,Private
1931,66,21,28,72,161,Public
1932,180,193,20,73,161,Private
1941,169,161,162,141,72,Public
1946,181,51,71,169,31,Private
1949,71,55,177,141,104,Private
1952,166,167,162,164,161,Public
1953,161,20,54,101,164,Public
1955,21,162,69,144,28,Public
1962,145,181,162,15,71,Private
1969,44,57,164,7,162,Private
1975,73,185,54,161,7,Private
1982,3,181,163,71,58,Private
1984,28,161,167,132,163,Public
1985,73,181,28,58,132,Private
1987,167,163,69,164,52,Private
1988,169,16,74,161,170,Private
1991,9,52,66,21,57,Private
1994,168,53,167,28,57,Public
1998,171,162,21,161,169,Private
1999,12,95,73,161,169,Private
2002,134,181,28,164,161,Private
2005,161,53,180,181,21,Private
2010,75,71,53,9,180,Private
2023,162,161,55,64,80,Public
2026,162,163,54,73,59,Private
2029,163,164,69,9,169,Private
2032,167,12,162,164,72,Private
2036,10,168,162,181,58,Public
2039,7,164,9,181,74,Public
2056,164,169,202,163,181,Private
2058,181,161,66,55,166,Private
2066,71,181,73,21,163,Private
2076,163,144,8,162,28,Private
2085,73,51,161,164,162,Public
2087,162,161,58,167,9,Private
2088,162,161,73,164,72,Private
2092,161,170,181,73,162,Private
2094,14,20,12,163,16,Private
2096,72,51,71,181,167,Private
2097,170,162,161,169,94,Private
2099,161,181,163,12,135,Private
2102,163,61,73,171,130,Private
2107,21,11,69,162,163,Private
2110,133,52,168,13,55,Public
2118,164,73,161,12,168,Public
2120,169,3,168,162,161,Private
2126,4,162,13,58,169,Private
2128,73,77,149,66,176,Private
2130,181,73,168,74,161,Public
2131,20,142,111,30,169,Private
2132,180,73,67,169,130,Private
2133,6,73,57,161,72,Private
2137,8,28,55,63,76,Public
2140,143,73,133,28,21,Private
2143,161,162,73,13,12,Private
2146,137,136,181,161,164,Public
2147,181,73,9,58,55,Private
2148,58,163,169,28,80,Public
2150,161,163,12,168,71,Public
2153,136,73,8,72,132,Public
2155,145,163,164,161,170,Public
2157,4,58,73,161,181,Private
2163,167,141,58,169,82,Private
2170,169,64,164,168,73,Private
2172,72,73,166,164,28,Private
2180,181,144,74,103,4,Private
2181,55,164,137,147,145,Private
2182,44,51,169,12,161,Private
2184,167,73,66,57,82,Private
2190,164,134,167,44,132,Private
2191,12,167,144,52,175,Private
2197,6,73,164,162,167,Private
2202,161,163,181,162,137,Public
2210,73,161,58,135,167,Private
2211,162,8,72,12,161,Private
2215,164,56,28,163,53,Public
2217,162,163,57,52,165,Private
2219,72,181,74,163,73,Private
2224,166,181,57,66,167,Public
2226,12,169,164,162,163,Public
2234,58,163,25,164,181,Private
2238,167,66,73,169,76,Private
2240,161,10,52,11,51,Private
2248,15,164,163,170,167,Private
2251,180,9,163,168,161,Private
2257,161,58,162,72,66,Public
2258,7,163,169,73,164,Public
2260,57,169,170,167,164,Private
2266,164,57,163,170,52,Private
2276,82,163,94,161,180,Private
2277,164,167,181,67,168,Private
2278,169,168,162,231,170,Private
2282,181,3,72,166,57,Private
2287,82,128,145,161,22,Private
2292,9,58,181,161,166,Private
2297,163,53,132,168,115,Private
2298,181,13,161,162,72,Private
2299,164,161,144,44,53,Private
2300,143,52,181,169,73,Private
2304,72,164,66,170,161,Private
2307,20,28,57,172,181,Private
2313,163,77,72,169,134,Public
2316,66,166,170,8,162,Public
2318,167,181,169,28,164,Public
2322,73,162,66,164,163,Private
2325,56,58,9,163,162,Private
2329,11,53,12,169,132,Private
2332,161,169,167,66,149,Private
2336,56,161,164,162,61,Public
2337,73,164,163,72,137,Public
2340,53,167,132,57,164,Private
2341,67,211,181,53,163,Private
2344,195,67,181,52,162,Private
2347,28,167,66,52,25,Private
2349,141,8,161,73,164,Private
2351,52,135,181,10,73,Private
2354,161,163,44,181,9,Private
2356,74,162,161,167,163,Public
2362,161,167,72,162,163,Private
2364,6,163,164,170,80,Private
2366,13,73,167,12,161,Private
2369,167,55,28,163,46,Public
2370,167,168,163,69,161,Private
2374,56,83,170,77,161,Private
2375,94,162,163,149,161,Public
2384,54,28,163,181,9,Public
2389,166,44,136,163,145,Private
2392,161,12,190,73,82,Public
2393,164,161,163,132,77,Private
2394,161,145,163,103,28,Public
2396,168,162,178,166,64,Private
2399,57,72,169,185,168,Private
2401,66,137,9,73,74,Private
2402,161,71,164,72,8,Private
2403,164,54,72,169,53,Public
2414,164,57,52,20,40,Public
2422,164,28,161,162,167,Private
2423,71,162,73,163,149,Private
2431,181,57,58,72,56,Private
2437,161,167,72,162,8,Private
2441,163,72,58,161,71,Private
2449,166,162,53,28,73,Private
2451,76,164,66,135,161,Private
2453,75,170,16,130,167,Private
2454,38,11,163,30,73,Private
2457,168,181,13,73,162,Public
2459,73,167,170,57,169,Private
2460,4,170,134,161,163,Private
2468,164,73,52,169,163,Private
2476,53,181,28,144,164,Private
2485,73,161,164,170,58,Public
2487,58,161,167,137,72,Private
2488,167,181,73,57,161,Private
2497,53,163,9,166,167,Private
2498,12,162,74,191,168,Public
2499,58,82,73,80,81,Private
2502,163,77,73,64,161,Public
2504,161,44,163,57,181,Private
2520,161,21,168,164,163,Private
2521,71,66,142,11,181,Private
2524,71,72,162,181,163,Private
2530,167,3,161,181,170,Public
2531,164,166,135,3,66,Private
2534,161,169,163,72,181,Public
2537,73,103,164,163,145,Private
2540,73,181,163,161,167,Private
2544,164,58,169,9,161,Private
2545,136,161,59,163,58,Private
2546,55,168,60,44,73,Public
2555,42,136,72,7,64,Public
2564,164,169,161,162,57,Private
2566,164,71,12,73,163,Private
2573,58,170,28,161,164,Private
2574,20,73,92,167,162,Public
2575,168,206,67,181,73,Public
2576,144,163,162,53,161,Public
2582,8,166,61,163,54,Public
2583,163,164,73,74,169,Public
2588,103,12,13,181,132,Public
2589,8,167,161,162,181,Public
2592,52,65,4,164,141,Public
2596,137,163,162,170,169,Private
2598,72,58,161,57,168,Public
2601,169,170,163,28,162,Private
2603,168,53,69,162,164,Private
2606,163,162,202,161,44,Private
2608,169,161,167,73,164,Public
2609,72,58,12,181,163,Public
2612,161,170,163,73,72,Private
2614,12,162,69,66,181,Private
2622,9,72,164,66,7,Private
2625,38,163,6,28,58,Private
2626,161,58,10,181,57,Private
2627,164,181,168,57,138,Private
2631,37,137,136,25,161,Public
2633,89,44,169,73,167,Private
2634,181,169,133,73,44,Private
2637,76,28,162,181,73,Private
2642,69,13,162,135,12,Private
2648,163,28,53,74,56,Private
2650,8,57,162,170,181,Private
2654,53,163,74,171,161,Private
2661,66,162,57,167,72,Private
2666,73,77,79,56,54,Private
2668,52,57,12,164,69,Private
2671,66,12,74,73,57,Public
2675,135,72,57,181,176,Private
2680,161,164,57,167,12,Private
2681,86,168,169,74,71,Public
2683,169,73,168,55,57,Private
2686,171,21,12,161,164,Public
2689,9,162,73,164,167,Public
2693,57,103,161,181,28,Public
2696,164,69,172,170,161,Private
2710,12,54,161,7,73,Public
2712,161,44,162,167,55,Public
2713,71,51,167,101,74,Private
2714,28,168,11,42,71,Public
2717,135,168,170,169,181,Private
2719,66,53,164,169,163,Private
2720,162,170,163,168,77,Private
2722,163,149,161,169,66,Private
2725,57,52,170,168,91,Private
2726,20,72,34,9,71,Private
2728,169,163,144,52,47,Private
2729,161,163,9,164,12,Private
2733,74,142,71,147,162,Public
2734,66,72,28,230,169,Private
2736,162,169,163,91,72,Private
2737,163,178,44,73,7,Public
2740,169,16,163,161,55,Public
2746,167,170,69,8,163,Private
2749,181,162,167,10,13,Private
2750,167,161,12,75,163,Private
2751,72,28,52,55,44,Private
2755,72,161,69,42,169,Private
2770,53,82,161,3,164,Private
2783,164,135,12,53,73,Private
2787,42,67,21,173,181,Private
2793,71,6,15,73,116,Private
2794,164,64,55,57,53,Private
2796,67,168,163,167,161,Private
2802,64,51,12,53,169,Private
2805,191,156,161,144,162,Public
2806,167,219,73,170,162,Public
2809,218,58,172,163,28,Public
2810,181,164,73,162,167,Private
2815,163,66,28,161,167,Public
2816,131,170,161,167,78,Private
2817,57,169,76,58,162,Private
2819,58,181,162,169,164,Private
2820,51,52,115,164,53,Private
2821,164,52,167,57,161,Public
2822,164,67,170,57,161,Private
2823,12,145,73,163,28,Private
2824,185,181,72,163,69,Private
2832,3,162,169,52,161,Public
2837,164,163,3,130,162,Public
2838,185,20,163,40,161,Private
2842,7,181,230,53,55,Public
2843,53,73,167,161,76,Private
2845,164,71,9,170,12,Public
2848,168,169,9,57,73,Private
2860,12,69,71,165,163,Public
2864,164,163,170,79,67,Private
2866,37,73,165,162,28,Public
2871,73,135,185,44,166,Private
2874,161,143,71,167,21,Private
2875,163,28,52,12,169,Private
2876,51,162,161,168,170,Public
2893,73,174,168,170,9,Public
2894,169,52,161,73,71,Private
2897,72,74,69,161,73,Public
2909,165,7,73,170,171,Private
2915,185,163,161,20,103,Private
2916,68,164,77,71,162,Private
2922,185,53,176,91,58,Private
2924,60,164,7,57,53,Private
2925,144,162,73,164,169,Private
2927,69,57,166,167,28,Private
2935,161,66,53,137,132,Private
2940,73,167,66,161,181,Private
2942,64,161,167,71,181,Private
2945,176,28,167,163,20,Private
2951,69,57,181,164,72,Public
2952,168,162,143,167,73,Private
2953,57,58,181,132,142,Public
2954,82,162,9,57,164,Public
2956,146,67,134,71,164,Public
2958,55,167,161,164,162,Private
2964,76,163,54,12,168,Private
2971,54,170,89,52,163,Private
2972,164,161,57,69,167,Private
2974,169,161,58,162,163,Public
2976,163,53,181,72,12,Private
2977,181,167,74,73,162,Public
2984,8,181,21,145,78,Public
2985,40,171,71,47,72,Private
3003,43,15,40,53,141,Public
3006,76,40,173,161,117,Private
3008,69,135,165,169,28,Private
3009,181,162,169,57,163,Public
3012,76,72,166,161,162,Private
3026,167,133,71,163,59,Public
3028,162,132,20,180,74,Private
3031,77,137,58,164,60,Private
3032,164,169,161,163,170,Private
3035,167,163,56,164,44,Private
3038,181,73,164,169,185,Private
3039,103,12,53,162,187,Public
3043,169,73,71,162,163,Public
3049,13,68,164,171,161,Private
3051,72,163,166,161,71,Private
3052,163,169,162,58,167,Public
3054,72,12,163,181,161,Public
3058,55,25,58,171,168,Private
3063,164,181,167,53,57,Private
3064,9,162,72,169,163,Private
3066,12,61,57,164,163,Private
3068,74,164,163,63,71,Private
3073,161,10,169,167,181,Private
3075,147,57,164,69,64,Private
3077,168,167,73,162,169,Private
3078,73,161,3,162,71,Private
3081,169,166,58,163,66,Public
3085,26,161,218,164,71,Private
3086,12,163,168,73,161,Private
3087,73,169,9,21,167,Private
3091,164,162,71,21,161,Public
3097,44,176,191,141,10,Private
3104,181,163,145,169,161,Public
3106,162,164,181,161,134,Private
3111,25,140,166,53,64,Private
3119,166,28,74,9,169,Private
3120,67,181,170,19,72,Public
3121,161,167,162,12,55,Private
3124,181,168,167,16,73,Private
3132,56,135,73,162,163,Private
3141,168,58,164,170,181,Public
3142,163,171,169,173,185,Public
3145,54,168,161,163,164,Private
3146,167,52,175,166,72,Private
3149,134,66,70,143,58,Private
3151,171,164,53,162,132,Public
3154,44,170,9,169,161,Private
3156,25,169,28,164,72,Private
3157,172,74,73,91,51,Private
3159,170,162,163,169,164,Private
3163,5,76,168,163,6,Private
3167,170,164,172,161,53,Private
3170,6,52,53,77,66,Private
3172,170,175,42,91,36,Private
3175,55,162,61,53,164,Private
3180,44,72,103,170,164,Public
3182,164,167,66,58,73,Private
3184,163,13,164,161,169,Private
3188,13,73,161,181,162,Private
3196,163,9,167,181,170,Private
3197,76,169,181,10,163,Private
